IC_GROUP0;IC_GROUP1;IC_GROUP2;IE_NAME;IE_CODE;IP_PROP57;IP_PROP49;IP_PROP56;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IE_PREVIEW_PICTURE;IE_DETAIL_PICTURE
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871MH/6;871mh-6;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля под микролезвия;Для лезвий № 65, 67, 69;rmt1067733091576751142.jpg;rmt1067733091576751142.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871A/7;871a-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 10, 11, 12, 12D, 15, 15C.;rmt2854281251965963889.jpg;rmt2854281251965963889.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871A/5A;871a-5a;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 10, 11, 12, 12D, 15, 15C.;rmt8069762951377987693.jpg;rmt8069762951377987693.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871A/5;871a-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 10, 11, 12, 12D, 15, 15C.;rmt16067523931617959091.jpg;rmt16067523931617959091.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;LS871A/5;ls871a-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 10, 11, 12, 12D, 15, 15C. Дизайн LiquidSteel.;rmt17056699071878963246.jpg;rmt17056699071878963246.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871A/4;871a-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 18-25.;rmt14305823921084734641.jpg;rmt14305823921084734641.jpg
CARL MARTIN SOLINGEN;Рукоятки для скальпелей;;871A/3;871a-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Рукоятка для скальпеля;Для лезвий № 10, 11, 12, 12D, 15, 15C.  ;rmt4435001701669544027.jpg;rmt4435001701669544027.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599A/3;599a-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Tofflemire, 12 шт. в упаковке;;rmt990810404552105544.jpg;rmt990810404552105544.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599A/2;599a-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Tofflemire, 12 шт. в упаковке;;rmt3397530641339991131.jpg;rmt3397530641339991131.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599A/1;599a-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Tofflemire, 12 шт. в упаковке;;rmt1910472644299351613.jpg;rmt1910472644299351613.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599/3;599-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Tofflemire Senior;;rmt10725470631870233922.jpg;rmt10725470631870233922.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599/2;599-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Tofflemire Junior;;rmt11969600501466345733.jpg;rmt11969600501466345733.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;599/1;599-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Tofflemire Universal;;rmt13490363311219388330.jpg;rmt13490363311219388330.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598A/7;598a-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матричная лента Ivory 1m/7mm;;rmt1340496421462391495.jpg;rmt1340496421462391495.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598A/6;598a-6;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матричная лента Ivory 1m/6mm;;rmt1394032336358964100.jpg;rmt1394032336358964100.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598A/5;598a-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матричная лента Ivory 1m/5mm;;rmt7379368311702908275.jpg;rmt7379368311702908275.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598/7;598-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Typ 8, 7 мм;;rmt219131582546777409.jpg;rmt219131582546777409.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598/6;598-6;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Typ 8, 6 мм;;rmt2073107954441117072.jpg;rmt2073107954441117072.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;598/5;598-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Typ 8, 5 мм;;rmt3118904202095105651.jpg;rmt3118904202095105651.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;597;597;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Ivory 12;;rmt821079374295567777.jpg;rmt821079374295567777.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;596/2;596-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Nystr;;rmt13431229892071685627.jpg;rmt13431229892071685627.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;596/1;596-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель Nystr;;rmt16385918741929505439.jpg;rmt16385918741929505439.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;595;595;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрицедержатель с щечным протектором Universal, для 5, 6, 7 мм;;rmt873370141310436403.jpg;rmt873370141310436403.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;587;587;Хирургия;CARL-MARTIN SOLINGEN;Германия;Сепаратор Elliot;;rmt19835344521133637386.jpg;rmt19835344521133637386.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;586;586;Хирургия;CARL-MARTIN SOLINGEN;Германия;Сепаратор Ivory;;rmt1839456856721670942.jpg;rmt1839456856721670942.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;585/3;585-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Ivory 3, 12 шт. в упаковке;;rmt20452258021051768158.jpg;rmt20452258021051768158.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;585/2;585-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Ivory 2, 12 шт. в упаковке;;rmt2133677088174516363.jpg;rmt2133677088174516363.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;585/1;585-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Матрица Ivory 1, 12 шт. в упаковке;;rmt16211265946740447.jpg;rmt16211265946740447.jpg
CARL MARTIN SOLINGEN;Сепараторы и матрицержатели;;584;584;Хирургия;CARL-MARTIN SOLINGEN;Германия;Сепаратор Ivory 1, 12 шт. в упаковке;;rmt476642651982106700.jpg;rmt476642651982106700.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;LSCO972/H6-H7-HBL;lsco972-h6-h7-hbl;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер универсальный с голубыми ободками;"Для передней и боковой зоны - легкий сгиб.
Дизайн LiquidSteel, серия COLORI";rmt19321504271307396968.jpg;rmt19321504271307396968.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/U15-U30 Cкалер;972-u15-u30-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt4255357481609869540.jpg;rmt4255357481609869540.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/T2-T3 Скалер Taylor;972-t2-t3-skaler-taylor;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt19873905961785961073.jpg;rmt19873905961785961073.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/H6-H7 скалер;972-h6-h7-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt4737108741884766824.jpg;rmt4737108741884766824.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/CK6 Скалер Crane-Kaplan;972-ck6-skaler-crane-kaplan;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt12231266051677401288.jpg;rmt12231266051677401288.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/CI 2-3 Скалер;972-ci-2-3-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt87249975898659957.jpg;rmt87249975898659957.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;972/104-105 Скалер Cattoni;972-104-105-skaler-cattoni;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt1927524639706644348.jpg;rmt1927524639706644348.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;969/T2-T3 Скалер;969-t2-t3-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt6773434551174099064.jpg;rmt6773434551174099064.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;969/H6-H7 Скалер;969-h6-h7-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt11177460251208776013.jpg;rmt11177460251208776013.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;969/CK6 Скалер;969-ck6-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt2497864751022313314.jpg;rmt2497864751022313314.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;969/CI2-3 Скалер;969-ci2-3-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt6409062032043783004.jpg;rmt6409062032043783004.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;969/204SD Скалер;969-204sd-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt1962322844287112314.jpg;rmt1962322844287112314.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;961/M23 Скалер для моляров;961-m23-skaler—dlyz-molyarov;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt52784143383536210.jpg;rmt52784143383536210.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;961/J2-3 Скалер;961-j2-3-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt1870324851016292203.jpg;rmt1870324851016292203.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;961/204S LS Скалер;961-204s-ls-skaler;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt11567267761635722589.jpg;rmt11567267761635722589.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;1061/11A-12A;1061-11a-12a;Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt10701562151808339046.jpg;rmt10701562151808339046.jpg
CARL MARTIN SOLINGEN;Скалеры (скейлеры);;100LS (ST0901);100ls-(st0901);Хирургия;CARL-MARTIN SOLINGEN;Германия;;;rmt1144455081528914507.png;rmt1144455081528914507.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS972/T2-T3;ls972-t2-t3;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;Для боковой зоны.;rmt16890168271129828347.jpg;rmt16890168271129828347.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS972/H6-H7;ls972-h6-h7;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;"Универсальный 
скалер для 
передней и 
боковой зоны - 
легкий сгиб.";rmt791711791653838891.jpg;rmt791711791653838891.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS972/CI2-3;ls972-ci2-3;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;Для боковой зоны.;rmt7938690301418545150.jpg;rmt7938690301418545150.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS961/M23;ls961-m23;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Универсальный Скалер LiquidSteel;;rmt13391827651183690277.jpg;rmt13391827651183690277.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS961/204SD;ls961-204sd;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;"Специальный скалер 
для межзубных 
промежутков 
передней и 
боковой зоны 
промежутков 
передней и 
боковой зоны.";rmt4129291531976004040.jpg;rmt4129291531976004040.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS961/204S;ls961-204s;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;"Специальный скалер 
для межзубных 
промежутков 
боковой зоны.";rmt1432541791622669267.jpg;rmt1432541791622669267.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;972/T2-T3;972-t2-t3;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер Ergoform;Для боковой зоны.;rmt96763412036214359.jpg;rmt96763412036214359.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;972/H6-H7;972-h6-h7;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер Ergoform;"Универсальный 
скалер для 
передней и 
боковой зоны - 
легкий сгиб.";rmt215679990459034706.jpg;rmt215679990459034706.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;972/CI2-3;972-ci2-3;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер Ergoform;Для боковой зоны.;rmt6677871171965780252.jpg;rmt6677871171965780252.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;961/M23;961-m23;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Универсальный Скалер Ergoform;;rmt8357079646735240.jpg;rmt8357079646735240.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;961/204SD;961-204sd;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер Ergoform;"Специальный скалер 
для межзубных 
промежутков 
передней и 
боковой зоны 
промежутков 
передней и 
боковой зоны.";rmt1193503823611741207.jpg;rmt1193503823611741207.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;961/204S;961-204s;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер Ergoform;"Специальный скалер 
для межзубных 
промежутков 
боковой зоны.";rmt1903694103723730327.jpg;rmt1903694103723730327.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;3023;3023;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Набор инструментов. Размеры 185 x 110 x 25 мм.;"Состав набора: 979/5-6 (Для премоляров и передних зубов). 979/7-8 (Для моляров и премоляров (буккальные и лингвальные поверхности). 979/11-12 (Для моляров и премоляров 
(медиолингвальные и медиобуккальные зоны). 979/13-14 (Для моляров и премоляров (дистальная боковая зона). 969/H6-H7 (Универсальный скалер для передних и боковых зубов)";rmt18075397011756000894.jpg;rmt18075397011756000894.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/37;1000-37;Пародонтология;CARL-MARTIN SOLINGEN;Германия;Скалер;;nophoto_2.png;nophoto_2.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;978/U15 ;978-u15-;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Towner;;rmt2992700261612411160.jpg;rmt2992700261612411160.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;978/9 ;978-9-;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер гигиенический;;rmt14458676461434924573.jpg;rmt14458676461434924573.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;978/8 ;978-8-;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер гигиенический;;rmt5992182921764282942.jpg;rmt5992182921764282942.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;971/6;971-6;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt9757513131996542555.jpg;rmt9757513131996542555.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;971/5;971-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt9188642831379957607.jpg;rmt9188642831379957607.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;971/1;971-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Goldmann-Fox;Сверхлегкие нержавеющие полые рукоятки.;rmt585363626378302121.jpg;rmt585363626378302121.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;970/M23;970-m23;Хирургия;CARL-MARTIN SOLINGEN;Германия;Универсальный скалер;;rmt860346766952730999.jpg;rmt860346766952730999.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;924/5;924-5;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt14435527912024104245.png;rmt14435527912024104245.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;924/4;924-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1224035948915815225.png;rmt1224035948915815225.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;924/3;924-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt17236669151764546203.png;rmt17236669151764546203.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;924/2;924-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1707940275267816203.png;rmt1707940275267816203.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;924/1;924-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Jaquette-Scharmann;;rmt343565011477650574.jpg;rmt343565011477650574.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1006;1006;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Globe;;rmt11415201481161387590.jpg;rmt11415201481161387590.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1005/11А-12А;1005-11а-12а;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер White;;rmt2080038297610238121.jpg;rmt2080038297610238121.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1004;1004;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Mitchell;;rmt445834827143115694.jpg;rmt445834827143115694.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1003;1003;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Fehr;;rmt17048004001046379816.jpg;rmt17048004001046379816.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1002;1002;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер Cumine;;rmt855436008403584507.jpg;rmt855436008403584507.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/73 (B);1000-73-(b);Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt760678122981910554.jpg;rmt760678122981910554.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/72;1000-72;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt3144719761066731289.png;rmt3144719761066731289.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/71;1000-71;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt17159378581427940280.png;rmt17159378581427940280.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/70;1000-70;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt7693246171640693896.jpg;rmt7693246171640693896.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/7;1000-7;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1374354926847637167.jpg;rmt1374354926847637167.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/62;1000-62;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt4137075332069632715.png;rmt4137075332069632715.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/61;1000-61;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt14131233223861965.jpg;rmt14131233223861965.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/60;1000-60;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt154760232043697511.jpg;rmt154760232043697511.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/6;1000-6;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt17094754541598055527.jpg;rmt17094754541598055527.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/59;1000-59;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;1000-59.jpg;1000-59.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/4;1000-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1289998921293472240.jpg;rmt1289998921293472240.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/34;1000-34;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt14348388791371426314.png;rmt14348388791371426314.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/34 1/4;1000-34-1-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt6523433381265297774.png;rmt6523433381265297774.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/33 1/4;1000-33-1-4;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1875149191631540745.png;rmt1875149191631540745.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/32;1000-32;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1723565080267587027.jpg;rmt1723565080267587027.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/3;1000-3;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt1361598238973798620.jpg;rmt1361598238973798620.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;LS1000/2;ls1000-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер LiquidSteel;;rmt258479599779658582.png;rmt258479599779658582.png
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/2;1000-2;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер восьмигранный;;rmt1624609528927330961.jpg;rmt1624609528927330961.jpg
CARL MARTIN SOLINGEN;Скалеры пародонтологические;;1000/1;1000-1;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скалер;;rmt17278057801681429478.jpg;rmt17278057801681429478.jpg
CARL MARTIN SOLINGEN;Скальпели;;895;895;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель;;rmt19751159891802887930.jpg;rmt19751159891802887930.jpg
CARL MARTIN SOLINGEN;Скальпели;;894;894;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель;;rmt19495965172011237153.jpg;rmt19495965172011237153.jpg
CARL MARTIN SOLINGEN;Скальпели;;881;881;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель Dieffenbach;;rmt640207250593074672.jpg;rmt640207250593074672.jpg
CARL MARTIN SOLINGEN;Скальпели;;880;880;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель Dieffenbach;;rmt10541027771592875853.jpg;rmt10541027771592875853.jpg
CARL MARTIN SOLINGEN;Скальпели;;879;879;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель Dieffenbach;;rmt1500980377316737661.jpg;rmt1500980377316737661.jpg
CARL MARTIN SOLINGEN;Скальпели;;874;874;Хирургия;CARL-MARTIN SOLINGEN;Германия;Контейнер для лезвий;;rmt5596555351917356387.jpg;rmt5596555351917356387.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/15C;872-15c;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой;Упаковка: 10 шт.;rmt28407818574905075.jpg;rmt28407818574905075.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/15;872-15;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой;Упаковка: 10 шт.;rmt8714282581667444557.jpg;rmt8714282581667444557.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/12D;872-12d;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой обоюдоострый;Упаковка: 10 шт.;rmt133589528345876973.jpg;rmt133589528345876973.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/12;872-12;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой;Упаковка: 10 шт.;rmt4091886231646876580.jpg;rmt4091886231646876580.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/11;872-11;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой;Упаковка: 10 шт.;rmt661497047209016728.jpg;rmt661497047209016728.jpg
CARL MARTIN SOLINGEN;Скальпели;;872/10;872-10;Хирургия;CARL-MARTIN SOLINGEN;Германия;Скальпель одноразовый с пластиковой рукояткой;Упаковка: 10 шт.;rmt240724251469363851.jpg;rmt240724251469363851.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1199;1199;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt15176017611510886352.png;rmt15176017611510886352.png
CARL MARTIN SOLINGEN;Слепочные ложки;;1198;1198;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;3,25mm х 5,0mm;rmt1045537246972033819.jpg;rmt1045537246972033819.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1197;1197;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt1140780769618467183.png;rmt1140780769618467183.png
CARL MARTIN SOLINGEN;Слепочные ложки;;1196;1196;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt1222038011935344372.jpg;rmt1222038011935344372.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1195 1/2;1195-1-2;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt18010458541391981679.jpg;rmt18010458541391981679.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1195;1195;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt39717531885856611.jpg;rmt39717531885856611.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1193;1193;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;"Двухсторонний моделировочный инструмент
для керамики и пластмассы
· одна сторона для работ с воском
(инструмент LE CRON)
· изогнутый рабочий конец специально для
моделировки внутризубного пространства,
а также для формирования резцовых
поверхностей на коронках";rmt12004954372053831519.jpg;rmt12004954372053831519.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1192;1192;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt6197445341182834957.jpg;rmt6197445341182834957.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1190;1190;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;Слепочный нож. Три режущих края. Остро отшлифованное кольцо для вырезания слепков и нанесения ретенционных каналов;rmt1770485917398743182.jpg;rmt1770485917398743182.jpg
CARL MARTIN SOLINGEN;Слепочные ложки;;1066/5;1066-5;Ортодонтия, Ортопедия;CARL-MARTIN SOLINGEN;Германия;Инструмент моделировочный;;rmt10546119791576343854.jpg;rmt10546119791576343854.jpg
