IE_XML_ID;IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP48;IP_PROP49;IP_PROP56;IP_PROP57;IP_PROP84;IC_GROUP0;IC_GROUP1;IC_GROUP2;CV_PRICE_1;CV_CURRENCY_1
3007;64;Верхние премоляры;"Очень тонкие щёчки крепко и надежно зажимают пришеечную часть зуба. Щёчки щипцов
плоские со всех сторон,что способствует вращению, даже при нахождении в лунке зуба. Это
позволяет вращать зуб прикладывая меньше усилий,нежели при применении стандартных
щипцов.  Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3008;55;Верхние моляры;"Предназначены для кариозных моляров, с 
одной стороны раздвоенная 
щечка щипцов проникает 
глубоко в зону бифуркации.  Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3009;52А;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3010;52;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3011;51A;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3012;51 1/2;Остатки корней верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3013;51;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3014;44;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3015;41;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3016;406D;Остатки корней верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3017;406;Остатки корней верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3018;397;Остатки корней верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3019;367A;Верхняя челюсть. Зубы мудрости;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3020;349;Остатки корней верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3021;301;Верхние резцы и клыки;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3022;30;Корни верхних зубов;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3023;3;Верхние резцы и клыки;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3024;1D;Верхние резцы и клыки;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3025;19;Верхняя челюсть. Зубы мудрости;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3026;18D;Верхние моляры;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3027;18A;Верхние моляры;"Предназначены для кариозных моляров, с 
одной стороны раздвоенная 
щечка щипцов проникает 
глубоко в зону бифуркации.  Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
3028;18;Верхние моляры;"Щечки: изящные, сужающиеся к концу, 
приспособлены к анатомичесой форме зуба.
Эргономичная рукоятка: удобно 
располагается в руке, концы рукоятки не 
сжимаются.
Материал: высококачественная 
нержавеющая сталь стандарта DIN 1.4021, 
не содержит никель, вакуумной закалки, 
абсолютно устойчивая к коррозии - пригодна 
для термодезинфекции и любых методов 
стерилизации.
Тефлоновый диск: бережное отделение двух частей 
щипцов - маслоемкий, смазывает шарнир - исключает 
отложения, обеспечивает легкую проходимость - переносит 
дезинфекцию и стерилизацию, устойчив к износу.
Специальный винт: с легким коническим поворотом 
для оптимальной фиксации в резьбе, завинчивается 
пневматически - прецизионный шлиц только для 
специальных винтов.
Полировка: поверхность пассивирована методом 
электролиза - ионный способ обработки высокого глянца - 
абсолютная устойчивость к коррозии.
Рифленая рукоятка: вальцованная нетисненая 
перекрестная насечка, поэтому очень удобная структура 
краев - вальцовка следует только после тонкой обработки 
поверхности, отсюда - тончайшая нижняя структура.";;CARL-MARTIN SOLINGEN;Германия;Хирургия;;;;;;
